2,-0.229472679904016
3,0.12535179039569
4,-0.116176657024159
5,0.172125270517365
6,-0.0819088724463185
7,-0.258637995701687
8,-0.246463511340794
9,0.210550494485276
10,-0.200210164146255
12,0.457898565543226
13,0.642940589564179
14,0.255139711392943
15,0.840612372353992
16,1.07069651381848
17,1.02945034380596
18,0.576609774287972
19,-0.371153994819437
20,0.433261406769872
21,0.154626333549964
23,0.383599864696054
24,0.360117123716077
25,0.449175139916967
26,-0.0163863806485236
27,2.04709572344406
28,0.859020860899326
29,0.744604614651354
30,0.959241005578077
31,1.07337337951362
32,1.46198150061762
34,1.86924393372618
35,2.42191940551478
36,2.76314154713122
37,2.66199556083974
38,3.08330919353507
39,1.13857972849582
40,1.75622975668144
41,0.920852810942128
42,3.97686173754542
43,2.61832901451684
45,3.11427403621884
46,2.35536616234462
47,2.30728403945404
48,2.33550779166116
49,4.59662638431495
50,5
